latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
27.10658,-81.68354,308.24,1.12,1.05,2023-12-07,1900,A,65,6.1NRT,289.27,8.04,D
27.17018,-81.76508,324.2,1.12,1.06,2023-12-07,1900,A,82,6.1NRT,295.27,24.41,D
27.16841,-81.77616,312.14,1.12,1.06,2023-12-07,1900,A,71,6.1NRT,292.53,11.08,D
27.26736,-81.44247,313.97,1.09,1.04,2023-12-07,1900,A,57,6.1NRT,295.55,10.25,D
27.26564,-81.45323,329,1.09,1.04,2023-12-07,1900,A,85,6.1NRT,294.62,27.97,D
27.27482,-81.4551,331.1,1.09,1.04,2023-12-07,1900,A,87,6.1NRT,294.72,30.87,D
27.28571,-81.44621,315.07,1.09,1.04,2023-12-07,1900,A,65,6.1NRT,295.68,11.47,D
27.284,-81.45697,372.43,1.09,1.04,2023-12-07,1900,A,100,6.1NRT,297.6,138.3,D
27.50089,-80.47741,311.08,1.02,1.01,2023-12-07,1900,A,68,6.1NRT,295.56,7.89,D
27.417,-82.16697,310.26,1.16,1.07,2023-12-07,1900,A,66,6.1NRT,297.68,7.98,D
27.55474,-81.67577,309.58,1.1,1.05,2023-12-07,1900,A,65,6.1NRT,296.59,7.53,D
27.67865,-81.00562,334.62,1.05,1.02,2023-12-07,1900,A,89,6.1NRT,294.26,35.66,D
27.67702,-81.01599,335.29,1.05,1.02,2023-12-07,1900,A,84,6.1NRT,295.34,36.6,D
27.74345,-81.41475,316.56,1.08,1.04,2023-12-07,1900,A,76,6.1NRT,291.1,14.03,D
27.74175,-81.42542,322.73,1.08,1.04,2023-12-07,1900,A,82,6.1NRT,291.79,20.84,D
27.82633,-81.7562,305.66,1.1,1.05,2023-12-07,1900,A,46,6.1NRT,293.03,4.36,D
27.9157,-81.83826,305.88,1.11,1.05,2023-12-07,1900,A,59,6.1NRT,290.16,6.11,D
28.13136,-80.77007,311.97,1.03,1.01,2023-12-07,1900,A,68,6.1NRT,285.2,10.69,D
28.12979,-80.7803,304.31,1.03,1.01,2023-12-07,1900,A,58,6.1NRT,282.9,5.5,D
28.31707,-82.06156,366.07,1.12,1.06,2023-12-07,1900,A,100,6.1NRT,290.8,122.24,D
28.31527,-82.07274,324.1,1.12,1.06,2023-12-07,1900,A,83,6.1NRT,286.48,25.14,D
28.32636,-82.06353,327.93,1.12,1.06,2023-12-07,1900,A,85,6.1NRT,288.51,29.27,D
28.24986,-82.67171,302.85,1.2,1.09,2023-12-07,1900,A,37,6.1NRT,289.45,4.4,D
28.24785,-82.68361,304.84,1.2,1.09,2023-12-07,1900,A,52,6.1NRT,289.62,5.39,D
28.8947,-81.68802,300.36,1.07,1.03,2023-12-07,1900,A,35,6.1NRT,283.04,4.25,D
29.31134,-81.513,307.04,1.05,1.02,2023-12-07,1900,A,52,6.1NRT,290.34,7.07,D
29.30969,-81.52358,326.72,1.05,1.02,2023-12-07,1900,A,74,6.1NRT,289.9,25.83,D
29.31705,-81.53606,309.74,1.05,1.02,2023-12-07,1900,A,0,6.1NRT,289.4,8.75,D
29.19807,-82.985,308.63,1.2,1.09,2023-12-07,1900,A,59,6.1NRT,283.72,11.72,D
29.77765,-82.58456,300.34,1.13,1.06,2023-12-07,1900,A,35,6.1NRT,283.94,4.23,D
30.5924,-83.37899,304.95,1.2,1.09,2023-12-07,1900,A,60,6.1NRT,290.69,8.56,D
30.5907,-85.04608,303.49,1.48,1.2,2023-12-07,1900,A,56,6.1NRT,288.96,9.73,D
30.59414,-85.05231,301.74,1.48,1.2,2023-12-07,1900,A,49,6.1NRT,289.08,7.3,D
30.67451,-84.67654,303,1.4,1.17,2023-12-07,1900,A,54,6.1NRT,290.51,8.99,D
31.01749,-83.05515,304.27,1.14,1.07,2023-12-07,1900,A,58,6.1NRT,290.36,7.33,D
31.01214,-83.29361,303.19,1.17,1.08,2023-12-07,1900,A,55,6.1NRT,292.03,6.62,D
31.42982,-81.63003,301.47,1.02,1.01,2023-12-07,1900,A,47,6.1NRT,289.8,5.42,D
31.4282,-81.64057,307.76,1.03,1.01,2023-12-07,1900,A,66,6.1NRT,290.07,9.29,D
31.1923,-83.11933,324.31,1.15,1.07,2023-12-07,1900,A,83,6.1NRT,291.6,26.5,D
31.19035,-83.13107,321.21,1.15,1.07,2023-12-07,1900,A,81,6.1NRT,292.12,22.72,D
30.98359,-84.40274,303.84,1.33,1.14,2023-12-07,1900,A,57,6.1NRT,286.32,9.14,D
30.7941,-85.95788,303.07,1.67,1.27,2023-12-07,1900,A,55,6.1NRT,288.52,11.82,D
30.57042,-87.07704,301.32,2,1.38,2023-12-07,1900,A,46,6.1NRT,277.84,19.12,D
31.16636,-84.36066,304.8,1.32,1.14,2023-12-07,1900,A,60,6.1NRT,289.99,8.81,D
31.164,-84.37411,301.26,1.32,1.14,2023-12-07,1900,A,46,6.1NRT,290.15,5.71,D
31.30758,-83.65773,307.91,1.21,1.09,2023-12-07,1900,A,66,6.1NRT,291.04,10.23,D
31.31208,-83.65264,307.86,1.21,1.09,2023-12-07,1900,A,65,6.1NRT,290.95,9.96,D
31.28515,-84.03943,302.18,1.26,1.12,2023-12-07,1900,A,51,6.1NRT,289.1,7.14,D
31.35377,-83.93593,304.53,1.24,1.11,2023-12-07,1900,A,45,6.1NRT,291.26,7.35,D
31.35413,-83.94132,303.83,1.24,1.11,2023-12-07,1900,A,43,6.1NRT,291.35,7.17,D
31.72933,-81.72926,305.96,1.03,1.01,2023-12-07,1900,A,63,6.1NRT,290.66,7.28,D
30.90723,-86.51498,303.4,1.8,1.32,2023-12-07,1900,A,56,6.1NRT,274.53,19.44,D
30.90859,-86.63144,311.68,1.83,1.33,2023-12-07,1900,A,72,6.1NRT,275.84,32.64,D
31.75168,-83.04295,300.64,1.12,1.05,2023-12-07,1900,A,40,6.1NRT,287.7,5.44,D
31.74979,-83.05447,307.65,1.12,1.06,2023-12-07,1900,A,66,6.1NRT,288.47,10.37,D
32.05223,-81.43661,323.64,1.01,1.01,2023-12-07,1900,A,83,6.1NRT,289.13,22.94,D
32.05065,-81.44707,319.27,1.01,1.01,2023-12-07,1900,A,79,6.1NRT,289.7,18.48,D
31.84294,-82.82184,307.74,1.1,1.04,2023-12-07,1900,A,66,6.1NRT,290.15,10.22,D
31.98542,-81.99015,314.22,1.03,1.02,2023-12-07,1900,A,74,6.1NRT,291.15,13.35,D
31.98375,-82.00085,328.59,1.04,1.02,2023-12-07,1900,A,86,6.1NRT,292.07,28.84,D
31.78811,-83.38591,304.12,1.16,1.07,2023-12-07,1900,A,58,6.1NRT,288.33,7.03,D
31.79752,-83.38811,340.54,1.16,1.07,2023-12-07,1900,A,92,6.1NRT,291.1,55.3,D
31.79553,-83.40002,306.81,1.16,1.07,2023-12-07,1900,A,64,6.1NRT,289.55,9.1,D
31.88148,-82.93656,302.29,1.11,1.05,2023-12-07,1900,A,52,6.1NRT,291.05,5.58,D
31.87963,-82.94797,309.77,1.11,1.05,2023-12-07,1900,A,69,6.1NRT,290.89,11.05,D
31.43893,-85.49585,311.86,1.51,1.21,2023-12-07,1900,A,72,6.1NRT,284.27,22.62,D
31.86831,-83.07635,309.66,1.12,1.05,2023-12-07,1900,A,69,6.1NRT,291.29,11.54,D
31.44141,-85.50181,313.18,1.51,1.21,2023-12-07,1900,A,73,6.1NRT,285.41,23.17,D
31.8478,-83.40538,302.65,1.16,1.07,2023-12-07,1900,A,53,6.1NRT,290.88,6.24,D
31.84579,-83.41729,310.3,1.16,1.07,2023-12-07,1900,A,70,6.1NRT,291.11,11.97,D
31.96945,-82.72776,318.29,1.09,1.04,2023-12-07,1900,A,78,6.1NRT,289.9,18.71,D
31.96763,-82.73897,323.75,1.09,1.04,2023-12-07,1900,A,83,6.1NRT,291.36,24.95,D
31.16259,-87.16961,305.29,1.96,1.37,2023-12-07,1900,A,61,6.1NRT,274.4,25.73,D
31.66626,-84.74793,300.44,1.36,1.15,2023-12-07,1900,A,37,6.1NRT,289.27,6.56,D
31.69098,-84.66746,301.12,1.34,1.15,2023-12-07,1900,A,37,6.1NRT,288.62,6.19,D
31.68855,-84.68128,303.09,1.34,1.15,2023-12-07,1900,A,52,6.1NRT,288.52,7.96,D
31.68894,-84.67351,308.22,1.34,1.15,2023-12-07,1900,A,67,6.1NRT,288.75,12.78,D
32.05627,-82.59241,331.6,1.07,1.03,2023-12-07,1900,A,87,6.1NRT,288.97,35.42,D
32.05447,-82.60349,308.83,1.07,1.03,2023-12-07,1900,A,68,6.1NRT,288.29,10.59,D
31.9881,-83.00871,306.79,1.11,1.05,2023-12-07,1900,A,64,6.1NRT,290.49,8.86,D
31.85939,-84.0013,301.79,1.23,1.1,2023-12-07,1900,A,49,6.1NRT,289.5,6.8,D
31.7782,-84.52518,326.04,1.31,1.14,2023-12-07,1900,A,84,6.1NRT,291.23,35.96,D
32.0913,-82.78533,300.08,1.09,1.04,2023-12-07,1900,A,26,6.1NRT,288.3,4.82,D
32.33032,-81.30261,337.63,1.01,1,2023-12-07,1900,A,91,6.1NRT,290.66,40.02,D
32.0125,-83.32787,310.1,1.14,1.06,2023-12-07,1900,A,65,6.1NRT,290.63,11.47,D
31.65035,-85.41779,324.34,1.48,1.2,2023-12-07,1900,A,83,6.1NRT,287.57,40.27,D
32.34054,-81.29954,310.89,1.01,1,2023-12-07,1900,A,71,6.1NRT,290.04,10.97,D
32.146,-82.54918,304.87,1.07,1.03,2023-12-07,1900,A,60,6.1NRT,290.34,7.27,D
32.01826,-83.3224,313.68,1.14,1.06,2023-12-07,1900,A,74,6.1NRT,288.87,16.22,D
32.01627,-83.33415,303.75,1.14,1.06,2023-12-07,1900,A,57,6.1NRT,289.58,7.8,D
32.03747,-83.26591,330.35,1.13,1.06,2023-12-07,1900,A,87,6.1NRT,289.89,36.23,D
31.65651,-85.40873,309.07,1.48,1.2,2023-12-07,1900,A,68,6.1NRT,285.51,17.13,D
31.65367,-85.42382,312.52,1.48,1.2,2023-12-07,1900,A,73,6.1NRT,287.1,21.73,D
32.07128,-83.23732,309.4,1.13,1.06,2023-12-07,1900,A,51,6.1NRT,288.82,9.97,D
32.06934,-83.249,328.52,1.13,1.06,2023-12-07,1900,A,86,6.1NRT,290.59,32.31,D
32.09375,-83.21831,312.11,1.13,1.06,2023-12-07,1900,A,72,6.1NRT,290.31,13.55,D
32.09182,-83.22999,313.83,1.13,1.06,2023-12-07,1900,A,74,6.1NRT,289.55,15.01,D
32.23739,-82.3877,306.59,1.05,1.03,2023-12-07,1900,A,64,6.1NRT,288.86,8.49,D
31.35706,-87.31956,302.18,1.99,1.38,2023-12-07,1900,A,51,6.1NRT,277.06,18.71,D
32.25328,-82.34608,302.1,1.05,1.02,2023-12-07,1900,A,51,6.1NRT,289.57,5.71,D
32.25157,-82.35699,306.47,1.05,1.02,2023-12-07,1900,A,64,6.1NRT,289.47,8.56,D
32.12927,-83.17826,321.41,1.12,1.06,2023-12-07,1900,A,81,6.1NRT,289.18,23.54,D
31.36088,-87.32744,300.07,1.99,1.38,2023-12-07,1900,A,23,6.1NRT,278.7,14.49,D
32.28885,-82.47378,317.09,1.06,1.03,2023-12-07,1900,A,77,6.1NRT,290.46,17.03,D
32.2871,-82.48476,339.27,1.06,1.03,2023-12-07,1900,A,91,6.1NRT,292.21,46.65,D
31.68964,-85.96804,313.24,1.6,1.25,2023-12-07,1900,A,73,6.1NRT,283.14,26.19,D
32.27338,-82.68796,314.37,1.07,1.03,2023-12-07,1900,A,75,6.1NRT,289.51,15.21,D
32.2716,-82.69908,302.28,1.08,1.04,2023-12-07,1900,A,52,6.1NRT,288.68,5.96,D
32.40443,-81.9733,303.94,1.03,1.01,2023-12-07,1900,A,58,6.1NRT,290.12,6.68,D
32.21825,-83.14561,317.64,1.12,1.05,2023-12-07,1900,A,78,6.1NRT,288.68,18.73,D
32.21637,-83.15713,331.35,1.12,1.05,2023-12-07,1900,A,87,6.1NRT,289.56,36.47,D
32.27935,-82.86906,313.77,1.09,1.04,2023-12-07,1900,A,74,6.1NRT,290.06,13.69,D
32.33562,-82.58111,313.95,1.07,1.03,2023-12-07,1900,A,74,6.1NRT,288.84,14.53,D
32.33384,-82.59216,306.39,1.07,1.03,2023-12-07,1900,A,63,6.1NRT,288.57,8.55,D
32.2885,-82.87116,350.36,1.09,1.04,2023-12-07,1900,A,96,6.1NRT,292.63,71.51,D
32.02647,-84.51998,314.58,1.3,1.13,2023-12-07,1900,A,75,6.1NRT,288.53,20.24,D
32.0241,-84.53332,317.51,1.3,1.13,2023-12-07,1900,A,78,6.1NRT,289.04,23.81,D
32.55689,-81.45472,322.63,1.01,1,2023-12-07,1900,A,82,6.1NRT,290.41,20.71,D
31.99806,-84.85504,307.15,1.36,1.15,2023-12-07,1900,A,65,6.1NRT,287.75,13.83,D
32.56574,-81.4566,304.7,1.01,1,2023-12-07,1900,A,23,6.1NRT,290.43,5.64,D
32.54551,-81.84025,320.22,1.02,1.01,2023-12-07,1900,A,80,6.1NRT,288.82,19.05,D
32.54387,-81.85086,312.92,1.02,1.01,2023-12-07,1900,A,73,6.1NRT,289.82,12.53,D
32.15779,-84.19047,300.26,1.24,1.11,2023-12-07,1900,A,33,6.1NRT,287.6,6.09,D
32.15555,-84.20323,301.59,1.24,1.11,2023-12-07,1900,A,48,6.1NRT,288.14,6.99,D
32.39017,-82.87777,306.52,1.09,1.04,2023-12-07,1900,A,64,6.1NRT,289.43,8.62,D
31.94217,-85.43764,322.81,1.47,1.2,2023-12-07,1900,A,82,6.1NRT,287.07,38.5,D
31.93936,-85.45271,308.3,1.47,1.2,2023-12-07,1900,A,67,6.1NRT,287,16.82,D
32.39931,-82.87987,303.74,1.09,1.04,2023-12-07,1900,A,57,6.1NRT,288.9,6.7,D
32.78512,-80.59277,300.27,1,1,2023-12-07,1900,A,33,6.1NRT,286.87,5.31,D
32.64223,-81.56635,366.89,1.01,1,2023-12-07,1900,A,100,6.1NRT,294.32,108.3,D
32.64064,-81.57689,324.15,1.01,1,2023-12-07,1900,A,83,6.1NRT,290.44,22.77,D
32.59562,-81.87314,306.53,1.02,1.01,2023-12-07,1900,A,64,6.1NRT,289.53,8.31,D
32.49119,-82.54293,301.58,1.06,1.03,2023-12-07,1900,A,48,6.1NRT,288.08,5.86,D
31.89585,-85.98351,301.76,1.59,1.24,2023-12-07,1900,A,49,6.1NRT,284.73,11.42,D
31.9306,-85.92969,304.41,1.57,1.24,2023-12-07,1900,A,59,6.1NRT,285.82,13.25,D
31.94137,-85.93263,305.35,1.57,1.24,2023-12-07,1900,A,61,6.1NRT,286.4,14.47,D
32.40895,-83.43816,322.48,1.14,1.06,2023-12-07,1900,A,82,6.1NRT,290.72,24.48,D
32.40697,-83.44997,345.67,1.14,1.06,2023-12-07,1900,A,94,6.1NRT,293.74,65.34,D
32.41632,-83.45219,334.07,1.14,1.06,2023-12-07,1900,A,89,6.1NRT,289.22,41.23,D
32.62007,-82.24988,300.27,1.04,1.02,2023-12-07,1900,A,33,6.1NRT,288.26,4.96,D
32.61838,-82.26071,311.33,1.04,1.02,2023-12-07,1900,A,71,6.1NRT,288.46,12.29,D
32.62509,-83.13843,304.48,1.1,1.05,2023-12-07,1900,A,59,6.1NRT,289.07,7.88,D
32.7877,-82.24347,308.96,1.04,1.02,2023-12-07,1900,A,68,6.1NRT,287.91,9.77,D
32.45093,-84.27986,320.61,1.24,1.11,2023-12-07,1900,A,80,6.1NRT,287.01,25.9,D
32.44868,-84.29276,314.66,1.24,1.11,2023-12-07,1900,A,75,6.1NRT,287.35,18.57,D
32.79665,-82.24548,312.83,1.04,1.02,2023-12-07,1900,A,73,6.1NRT,288.78,12.91,D
32.85884,-82.26577,305.7,1.04,1.02,2023-12-07,1900,A,62,6.1NRT,290.22,6.79,D
32.86949,-82.25695,326.25,1.04,1.02,2023-12-07,1900,A,84,6.1NRT,290.46,25.14,D
32.8678,-82.26776,375.4,1.04,1.02,2023-12-07,1900,A,100,6.1NRT,296.8,142.4,D
32.8661,-82.27857,303.85,1.04,1.02,2023-12-07,1900,A,55,6.1NRT,289.76,5.68,D
32.69397,-83.40195,303.75,1.13,1.06,2023-12-07,1900,A,57,6.1NRT,288.15,7.82,D
32.70327,-83.40414,336.95,1.13,1.06,2023-12-07,1900,A,90,6.1NRT,289.62,47.29,D
32.86912,-82.43671,312.18,1.05,1.02,2023-12-07,1900,A,72,6.1NRT,289.57,12.39,D
32.8674,-82.44765,301.02,1.05,1.02,2023-12-07,1900,A,44,6.1NRT,289.77,4.83,D
32.01167,-87.25315,314.6,1.9,1.35,2023-12-07,1900,A,75,6.1NRT,277.26,39.41,D
32.85566,-82.58115,365.94,1.05,1.03,2023-12-07,1900,A,100,6.1NRT,293.99,112.34,D
32.85391,-82.59217,342.02,1.06,1.03,2023-12-07,1900,A,93,6.1NRT,291.92,51.46,D
32.71951,-83.48135,304.97,1.13,1.06,2023-12-07,1900,A,60,6.1NRT,287.4,8.94,D
32.71756,-83.49313,328.76,1.14,1.06,2023-12-07,1900,A,86,6.1NRT,288.49,34.5,D
32.60703,-84.27702,311.11,1.24,1.1,2023-12-07,1900,A,71,6.1NRT,287.51,14.51,D
32.61671,-84.27939,332.23,1.24,1.1,2023-12-07,1900,A,88,6.1NRT,288.81,43.87,D
32.61448,-84.29214,308.5,1.24,1.11,2023-12-07,1900,A,67,6.1NRT,289.18,11.89,D
33.32382,-79.9669,303.78,1.02,1.01,2023-12-07,1900,A,54,6.1NRT,286.75,7.35,D
31.02586,-92.38413,305.68,4.41,1.93,2023-12-07,1900,A,58,6.1NRT,274.67,74.83,D
32.97906,-82.90973,353.02,1.08,1.04,2023-12-07,1900,A,97,6.1NRT,289.02,77.48,D
32.97725,-82.92094,392.22,1.08,1.04,2023-12-07,1900,A,100,6.1NRT,297.75,235.01,D
32.97544,-82.93222,302.59,1.08,1.04,2023-12-07,1900,A,53,6.1NRT,288.65,6.19,D
33.04643,-82.5457,321.13,1.05,1.02,2023-12-07,1900,A,81,6.1NRT,289.45,20.85,D
33.31163,-80.8455,342.58,1,1,2023-12-07,1900,A,93,6.1NRT,289.14,49.64,D
33.31012,-80.85603,314.3,1,1,2023-12-07,1900,A,75,6.1NRT,286.72,14.42,D
33.06575,-82.48207,337.25,1.04,1.02,2023-12-07,1900,A,90,6.1NRT,291.22,42.06,D
32.44324,-86.16656,319.08,1.59,1.24,2023-12-07,1900,A,79,6.1NRT,286.83,34.63,D
32.43297,-86.16886,305.91,1.59,1.24,2023-12-07,1900,A,48,6.1NRT,285.89,14.64,D
32.4438,-86.17178,312.04,1.59,1.24,2023-12-07,1900,A,72,6.1NRT,286.35,23.24,D
33.16187,-82.39639,304.44,1.04,1.02,2023-12-07,1900,A,59,6.1NRT,288.21,6.81,D
33.16017,-82.40728,305.15,1.04,1.02,2023-12-07,1900,A,61,6.1NRT,289.65,7.25,D
32.29645,-87.35095,307.66,1.9,1.35,2023-12-07,1900,A,60,6.1NRT,282.87,22.81,D
32.30586,-87.34005,303.97,1.9,1.35,2023-12-07,1900,A,33,6.1NRT,284.1,16.62,D
33.21195,-82.49325,302.65,1.04,1.02,2023-12-07,1900,A,53,6.1NRT,288.15,5.96,D
33.21023,-82.50417,307.71,1.04,1.02,2023-12-07,1900,A,66,6.1NRT,289.09,9.29,D
33.26384,-82.28006,315.88,1.03,1.01,2023-12-07,1900,A,76,6.1NRT,286.95,15.58,D
33.26217,-82.29084,312.67,1.03,1.01,2023-12-07,1900,A,73,6.1NRT,287.73,12.87,D
33.19358,-82.78593,301.64,1.06,1.03,2023-12-07,1900,A,48,6.1NRT,287.59,6.12,D
33.19182,-82.79701,306.54,1.06,1.03,2023-12-07,1900,A,64,6.1NRT,288.23,9.05,D
33.19005,-82.80813,333.61,1.06,1.03,2023-12-07,1900,A,89,6.1NRT,289.67,38.11,D
32.61526,-86.12158,302.34,1.57,1.23,2023-12-07,1900,A,52,6.1NRT,277.6,13.42,D
33.29564,-82.25365,317.85,1.03,1.01,2023-12-07,1900,A,53,6.1NRT,288.77,15.69,D
33.29398,-82.26443,334.26,1.03,1.01,2023-12-07,1900,A,89,6.1NRT,291.77,36.89,D
33.2923,-82.27526,304.8,1.03,1.01,2023-12-07,1900,A,53,6.1NRT,288.73,6.77,D
33.30677,-82.23938,324.86,1.03,1.01,2023-12-07,1900,A,83,6.1NRT,287.91,25.32,D
33.30508,-82.25021,310.82,1.03,1.01,2023-12-07,1900,A,70,6.1NRT,287,11.96,D
33.28984,-82.34745,314.97,1.03,1.02,2023-12-07,1900,A,75,6.1NRT,288.99,14.52,D
33.28814,-82.35828,311.04,1.03,1.02,2023-12-07,1900,A,71,6.1NRT,289.86,11.4,D
32.84947,-85.2353,305,1.37,1.16,2023-12-07,1900,A,60,6.1NRT,282.76,12.03,D
33.84683,-78.86106,305.27,1.11,1.05,2023-12-07,1900,A,61,6.1NRT,285.22,9.45,D
33.60007,-80.75983,309.82,1,1,2023-12-07,1900,A,69,6.1NRT,287.78,10.49,D
33.59857,-80.77042,315.04,1,1,2023-12-07,1900,A,75,6.1NRT,287.54,14.57,D
32.32563,-88.13512,311.79,2.14,1.42,2023-12-07,1900,A,62,6.1NRT,270.27,40.78,D
32.33117,-88.1206,302.47,2.13,1.42,2023-12-07,1900,A,14,6.1NRT,268.27,19.85,D
32.32655,-88.14252,304.85,2.14,1.42,2023-12-07,1900,A,35,6.1NRT,269.62,24.68,D
33.60655,-81.17043,319.87,1,1,2023-12-07,1900,A,80,6.1NRT,288.68,18.21,D
33.61538,-81.17229,316.49,1,1,2023-12-07,1900,A,77,6.1NRT,287.09,14.97,D
33.86497,-79.43643,302.35,1.06,1.03,2023-12-07,1900,A,52,6.1NRT,285.98,7.01,D
33.73151,-80.4213,306.46,1.01,1.01,2023-12-07,1900,A,64,6.1NRT,288.66,8.22,D
33.17926,-84.12001,322.7,1.19,1.09,2023-12-07,1900,A,82,6.1NRT,290.09,26.05,D
33.18349,-84.11336,301.83,1.19,1.09,2023-12-07,1900,A,49,6.1NRT,288.2,7.28,D
33.18134,-84.12572,324.13,1.19,1.09,2023-12-07,1900,A,83,6.1NRT,289.81,29.97,D
33.36951,-83.12397,336.78,1.08,1.04,2023-12-07,1900,A,90,6.1NRT,287.66,44.8,D
33.36765,-83.13536,334.03,1.08,1.04,2023-12-07,1900,A,89,6.1NRT,288.77,40.11,D
33.45655,-82.81792,332.28,1.06,1.03,2023-12-07,1900,A,88,6.1NRT,289.46,36.44,D
33.45477,-82.82909,316.6,1.06,1.03,2023-12-07,1900,A,77,6.1NRT,289.4,17.66,D
33.46558,-82.82001,345.05,1.06,1.03,2023-12-07,1900,A,94,6.1NRT,287.81,57.89,D
33.46381,-82.83117,337.96,1.06,1.03,2023-12-07,1900,A,91,6.1NRT,288.21,44.57,D
33.42248,-83.08924,311.27,1.08,1.04,2023-12-07,1900,A,71,6.1NRT,287.21,13,D
33.42065,-83.10057,344.81,1.08,1.04,2023-12-07,1900,A,94,6.1NRT,290.12,59.95,D
33.41882,-83.11195,302.92,1.08,1.04,2023-12-07,1900,A,52,6.1NRT,287.21,6.52,D
33.52367,-82.80552,345.64,1.06,1.03,2023-12-07,1900,A,94,6.1NRT,289.25,57.85,D
33.41634,-83.46431,301.05,1.11,1.05,2023-12-07,1900,A,44,6.1NRT,287.02,5.98,D
33.41441,-83.47598,311.08,1.11,1.05,2023-12-07,1900,A,71,6.1NRT,288.76,13.37,D
32.72084,-87.25901,304.29,1.83,1.33,2023-12-07,1900,A,58,6.1NRT,278.6,20.27,D
33.53091,-82.81873,352.85,1.06,1.03,2023-12-07,1900,A,97,6.1NRT,291.14,74.86,D
33.52914,-82.82986,318.7,1.06,1.03,2023-12-07,1900,A,79,6.1NRT,287.42,18.12,D
33.53994,-82.82084,336.78,1.06,1.03,2023-12-07,1900,A,90,6.1NRT,289.63,41.93,D
33.53817,-82.83197,316.21,1.06,1.03,2023-12-07,1900,A,69,6.1NRT,287.15,15.78,D
32.87079,-86.80053,319.23,1.7,1.28,2023-12-07,1900,A,79,6.1NRT,275.78,42.02,D
33.65483,-82.32507,305.96,1.03,1.01,2023-12-07,1900,A,63,6.1NRT,288.39,8.59,D
33.62279,-82.53173,322.36,1.04,1.02,2023-12-07,1900,A,71,6.1NRT,287.69,22.38,D
33.66431,-82.32168,341.08,1.03,1.01,2023-12-07,1900,A,92,6.1NRT,288.38,48.93,D
33.66262,-82.33249,346.82,1.03,1.01,2023-12-07,1900,A,95,6.1NRT,291.46,59.9,D
31.82463,-92.016,300.08,3.97,1.85,2023-12-07,1900,A,0,6.1NRT,269.57,49.02,D
33.08209,-86.17429,336.57,1.54,1.22,2023-12-07,1900,A,90,6.1NRT,282.95,75.17,D
33.07908,-86.19041,314.76,1.55,1.23,2023-12-07,1900,A,75,6.1NRT,281.52,27.98,D
33.08452,-86.18201,304.88,1.54,1.22,2023-12-07,1900,A,49,6.1NRT,281.61,13.3,D
33.24077,-85.41245,303.6,1.38,1.16,2023-12-07,1900,A,56,6.1NRT,285.84,11.28,D
33.7879,-82.24428,309.7,1.02,1.01,2023-12-07,1900,A,0,6.1NRT,286.11,11.73,D
33.79591,-82.54946,328.08,1.04,1.02,2023-12-07,1900,A,85,6.1NRT,289.67,29.19,D
33.79421,-82.56037,365.16,1.04,1.02,2023-12-07,1900,A,100,6.1NRT,293.18,107.81,D
32.99731,-87.21552,307.89,1.8,1.31,2023-12-07,1900,A,66,6.1NRT,270.21,25.88,D
32.99355,-87.23425,301.95,1.8,1.32,2023-12-07,1900,A,50,6.1NRT,271.21,17.4,D
34.08154,-81.13721,309.24,1,1,2023-12-07,1900,A,68,6.1NRT,285.93,9.96,D
34.35384,-79.20755,301.4,1.09,1.04,2023-12-07,1900,A,47,6.1NRT,287.2,6.21,D
33.38596,-85.69276,312.79,1.42,1.18,2023-12-07,1900,A,73,6.1NRT,286.68,21.59,D
33.91698,-82.89827,330.04,1.05,1.03,2023-12-07,1900,A,87,6.1NRT,288.89,33.08,D
33.91521,-82.90939,302.85,1.06,1.03,2023-12-07,1900,A,54,6.1NRT,286.96,6.98,D
34.58519,-79.11401,305.59,1.1,1.05,2023-12-07,1900,A,62,6.1NRT,286.04,9.23,D
34.84166,-78.15309,316.99,1.21,1.1,2023-12-07,1900,A,77,6.1NRT,284.85,22.45,D
34.84011,-78.16613,306.22,1.21,1.09,2023-12-07,1900,A,63,6.1NRT,284.23,11.73,D
33.28642,-88.00542,300.88,1.99,1.38,2023-12-07,1900,A,42,6.1NRT,272.61,19.37,D
34.70527,-79.54222,300.66,1.07,1.03,2023-12-07,1900,A,40,6.1NRT,286.8,5.86,D
33.86731,-85.38999,300.51,1.34,1.15,2023-12-07,1900,A,38,6.1NRT,286.31,8.68,D
34.79612,-80.38802,327.85,1.02,1.01,2023-12-07,1900,A,85,6.1NRT,285.74,28.54,D
34.79463,-80.39899,354.15,1.02,1.01,2023-12-07,1900,A,97,6.1NRT,289.18,75.5,D
34.69375,-81.1235,314.77,1,1,2023-12-07,1900,A,75,6.1NRT,286.12,15.08,D
34.69222,-81.13422,314.25,1,1,2023-12-07,1900,A,75,6.1NRT,286.33,14.53,D
34.83786,-80.28348,326.95,1.03,1.01,2023-12-07,1900,A,85,6.1NRT,286.9,28.24,D
34.83637,-80.29449,320.55,1.03,1.01,2023-12-07,1900,A,80,6.1NRT,286.01,20.93,D
35.08325,-79.17699,313.79,1.11,1.05,2023-12-07,1900,A,72,6.1NRT,285.39,14.71,D
35.08174,-79.18896,301.83,1.11,1.05,2023-12-07,1900,A,19,6.1NRT,285.18,5.89,D
35.09709,-79.14277,328.73,1.11,1.05,2023-12-07,1900,A,86,6.1NRT,286.56,33.1,D
